,STATEFIP,Caring For Household Members,Caring for NonHousehold Members,Pursuing Education,Eating & Drinking,Civic Obligations,Household Activities,Coordinating Household Labor,Personal Care,Talking on the Phone,Soliciting and Using Professional Services,Buying Items,Religious Activity,Socializing,Playing Sports,Traveling for Any Reason,Volunteering,Working
10,20,0.0,0.0,243.29268292682926,70.36585365853658,0.0,92.6829268292683,0.0,579.0243902439024,0.0,0.0,55.609756097560975,0.0,114.7560975609756,0.0,248.41463414634146,35.853658536585364,0.0
11,24,0.0,43.54838709677419,0.0,55.32258064516129,0.0,0.0,0.0,535.3225806451613,0.0,0.0,2.4193548387096775,0.0,561.5483870967741,0.0,58.61290322580645,0.0,183.2258064516129
12,26,0.0,2.5,0.0,72.86458333333333,0.0,250.78125,0.0,483.1770833333333,6.25,0.0,30.9375,0.0,149.11458333333334,12.5,65.20833333333333,0.0,366.6666666666667
13,27,96.92857142857143,10.416666666666666,0.0,71.36904761904762,0.0,141.42857142857142,0.0,449.2261904761905,14.047619047619047,3.511904761904762,5.0,0.0,455.9642857142857,0.0,149.07142857142858,0.0,36.01190476190476
14,28,0.0,0.0,0.0,347.0,0.0,27.0,0.0,397.0,0.0,5.0,85.0,0.0,10.0,0.0,85.0,0.0,484.0
15,29,18.06451612903226,0.0,99.35483870967742,81.29032258064517,5.591397849462366,106.88172043010752,0.0,435.0537634408602,0.0,0.0,68.49462365591398,0.0,255.86021505376345,0.0,108.54838709677419,0.0,252.4731182795699
16,31,46.484375,0.0,206.09375,57.890625,0.0,25.3125,0.0,503.59375,0.0,0.0,39.375,0.0,162.5625,0.0,99.546875,59.0625,240.078125
17,32,15.0,0.0,0.0,60.0,0.0,0.0,0.0,465.0,0.0,0.0,0.0,0.0,315.0,0.0,115.0,0.0,170.0
18,33,180.0,0.0,0.0,90.0,0.0,210.0,0.0,750.0,0.0,0.0,0.0,0.0,120.0,0.0,30.0,0.0,0.0
19,34,18.387096774193548,0.0,0.0,48.38709677419355,0.0,49.03225806451613,0.0,642.0967741935484,0.0,0.0,0.0,0.0,180.16129032258064,30.967741935483872,68.38709677419355,0.0,365.80645161290323
20,35,0.0,0.0,55.0,150.0,0.0,0.0,0.0,890.0,0.0,0.0,120.0,0.0,158.0,0.0,67.0,0.0,0.0
21,36,0.0,0.0,0.0,25.0,0.0,212.0,0.0,268.0,35.0,0.0,22.0,60.0,30.0,0.0,83.0,0.0,705.0
22,38,68.57407407407408,0.0,0.0,73.88888888888889,0.0,290.51851851851853,0.0,641.1666666666666,0.0,0.0,8.055555555555555,0.0,298.72222222222223,0.0,59.074074074074076,0.0,0.0
23,39,0.0,100.0,305.0,11.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,30.0,120.0,159.0,0.0,0.0
24,40,3.1238938053097347,0.0,0.0,111.40707964601769,0.0,239.3362831858407,0.0,466.13274336283183,0.0,3.7168141592920354,2.2831858407079646,0.0,186.23008849557522,67.1858407079646,80.1858407079646,0.0,275.4424778761062
25,41,92.88235294117646,0.0,0.0,64.11764705882354,0.0,151.11764705882354,0.0,669.6470588235294,10.058823529411764,42.8235294117647,10.588235294117647,0.0,228.88235294117646,69.88235294117646,77.94117647058823,0.0,4.588235294117647
26,42,0.0,0.0,0.0,102.44186046511628,0.0,75.46511627906976,0.0,486.51162790697674,0.0,0.0,47.906976744186046,58.604651162790695,197.67441860465115,0.0,89.53488372093024,14.651162790697674,235.34883720930233
27,45,0.0,0.0,0.0,45.0,0.0,70.0,0.0,630.0,0.0,0.0,0.0,0.0,395.0,0.0,30.0,0.0,270.0
28,48,5.921052631578948,9.473684210526315,0.0,75.13157894736842,0.0,87.51754385964912,0.0,546.5526315789474,0.0,0.0,40.64035087719298,21.31578947368421,160.39473684210526,8.421052631578947,117.21052631578948,0.0,365.8421052631579
29,53,1.9827586206896552,0.0,0.0,61.89655172413793,0.0,36.37931034482759,0.0,596.8103448275862,0.0,34.310344827586206,55.689655172413794,0.0,262.41379310344826,0.0,104.22413793103448,0.0,286.2931034482759
30,55,0.0,0.0,0.0,15.319148936170214,0.0,51.06382978723404,0.0,567.8723404255319,0.0,19.78723404255319,0.0,0.0,66.38297872340425,0.0,120.02127659574468,0.0,579.7659574468086
